id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
286,58.0,Female,25239.0,Single,,High School,Self-Employed,45.8800455450096,Rural,Premium,0.0,10.0,494.0,3.0,2020-01-30 15:21:39.274993,Poor,No,Monthly,House,1694.0
287,23.0,Male,43030.0,Single,3.0,Master's,Employed,28.81658869020582,Rural,Premium,,17.0,695.0,7.0,2022-03-20 15:21:39.085129,,No,Rarely,Condo,2184.0
288,33.0,Female,62647.0,Single,2.0,Master's,Self-Employed,15.38852031898186,Suburban,Comprehensive,2.0,15.0,759.0,6.0,2023-03-06 15:21:39.144722,Poor,No,Monthly,Condo,2735.0
289,62.0,Female,10116.0,Married,3.0,PhD,Employed,47.91416694946168,Suburban,Comprehensive,,5.0,716.0,9.0,2023-08-27 15:21:39.190215,Good,Yes,Rarely,Condo,1484.0
290,22.0,Male,3231.0,Single,,PhD,Unemployed,29.38156472271725,Suburban,Comprehensive,0.0,12.0,464.0,2.0,2023-01-04 15:21:39.155231,Average,Yes,Monthly,Condo,803.0
291,49.0,Male,,Married,3.0,Bachelor's,Self-Employed,13.723132245053945,Suburban,Basic,2.0,1.0,762.0,5.0,2023-02-10 15:21:39.099739,Poor,Yes,Rarely,Apartment,385.0
292,23.0,Female,35239.0,Single,2.0,Master's,,26.291077142366564,Suburban,Basic,0.0,5.0,434.0,4.0,2023-07-23 15:21:39.111551,Poor,No,Rarely,House,526.0
293,28.0,Female,1298.0,Divorced,2.0,High School,Unemployed,35.619474506162625,Suburban,Premium,2.0,18.0,,1.0,2020-02-04 15:21:39.144722,Average,No,Monthly,Apartment,1628.0
294,26.0,Female,3850.0,,2.0,Bachelor's,Employed,18.41706037191381,Rural,Basic,0.0,12.0,823.0,1.0,2022-10-15 15:21:39.154008,Poor,No,Daily,Apartment,372.0
295,53.0,Male,16408.0,Single,1.0,Master's,Self-Employed,41.7105392961259,Rural,Basic,0.0,3.0,595.0,5.0,2022-06-08 15:21:39.204790,Poor,Yes,Weekly,Apartment,1713.0
296,54.0,Female,14112.0,Married,2.0,Master's,Self-Employed,10.958878136109378,Urban,Premium,,13.0,381.0,4.0,2024-07-20 15:21:39.206847,Poor,Yes,Rarely,Apartment,2537.0
297,19.0,Female,39112.0,Divorced,3.0,Master's,Employed,33.682841440768044,Urban,Premium,2.0,11.0,653.0,5.0,2023-11-22 15:21:39.134960,Poor,No,Monthly,Condo,1465.0
298,32.0,Male,11587.0,Married,3.0,Bachelor's,Employed,39.56717332523858,Suburban,Premium,1.0,9.0,391.0,1.0,2022-04-10 15:21:39.134960,Good,Yes,Daily,House,2370.0
299,36.0,Female,1054.0,Single,1.0,PhD,Employed,37.62762219143488,Rural,Basic,0.0,1.0,472.0,6.0,2020-11-23 15:21:39.261856,Average,Yes,Monthly,Apartment,724.0
300,18.0,Male,607.0,Married,0.0,Master's,Unemployed,16.93370216339383,Suburban,Basic,1.0,18.0,589.0,1.0,2024-05-08 15:21:39.230483,Poor,No,Monthly,House,1830.0
301,32.0,Female,36231.0,Single,2.0,Bachelor's,,10.873809160818364,Suburban,Premium,,4.0,538.0,1.0,2022-05-01 15:21:39.236064,Good,Yes,Monthly,House,3670.0
302,23.0,Male,82970.0,Single,4.0,Bachelor's,Employed,9.943472308945148,Rural,Basic,1.0,0.0,439.0,2.0,2022-09-17 15:21:39.187211,Good,No,Rarely,House,2111.0
303,50.0,Male,2254.0,Married,0.0,High School,Self-Employed,22.824997912808616,Suburban,Premium,,4.0,321.0,7.0,2023-11-10 15:21:39.097737,Poor,Yes,Daily,Condo,191.0
304,32.0,Female,48913.0,,0.0,Master's,Self-Employed,17.746161191384612,Urban,Premium,,15.0,560.0,3.0,2024-04-27 15:21:39.255696,Average,No,Rarely,House,2086.0
305,41.0,Female,38156.0,Single,2.0,Bachelor's,Employed,42.9189001896538,Suburban,Basic,2.0,1.0,774.0,5.0,2021-02-13 15:21:39.256696,Average,Yes,Daily,Apartment,997.0
306,50.0,Male,17292.0,Single,3.0,PhD,Employed,32.74439767025053,Suburban,Basic,1.0,13.0,659.0,8.0,2024-08-03 15:21:39.110557,Good,Yes,Weekly,Apartment,2695.0
307,46.0,Male,25735.0,Married,0.0,Master's,,12.892278854028612,Urban,Comprehensive,1.0,12.0,843.0,7.0,2020-07-16 15:21:39.108562,Poor,Yes,Monthly,Condo,1356.0
308,42.0,Female,5576.0,Married,2.0,Bachelor's,Unemployed,13.98521343166857,Urban,Premium,1.0,2.0,801.0,6.0,2022-06-01 15:21:39.187211,Poor,Yes,Rarely,Condo,96.0
309,,Male,145528.0,Married,0.0,Master's,,29.528426367315703,Urban,Basic,,0.0,810.0,9.0,2020-08-03 15:21:39.150730,Good,No,Weekly,Apartment,200.0
310,,Male,7077.0,Divorced,1.0,Bachelor's,Self-Employed,21.414737223120973,Suburban,Premium,,15.0,616.0,7.0,2023-02-21 15:21:39.090124,Average,Yes,Weekly,Condo,1071.0
311,32.0,Male,68942.0,Married,4.0,High School,Self-Employed,24.170549794729567,Urban,Basic,1.0,7.0,,6.0,2023-12-21 15:21:39.205850,Average,Yes,Rarely,Apartment,390.0
312,41.0,Male,548.0,Married,0.0,Bachelor's,,50.09965777013087,Urban,Premium,0.0,10.0,425.0,4.0,2022-01-07 15:21:39.206847,Average,No,Daily,Condo,794.0
313,26.0,Male,17897.0,Married,2.0,High School,Employed,20.553345273964123,Rural,Comprehensive,0.0,4.0,734.0,2.0,2023-03-28 15:21:39.134960,Average,Yes,Daily,House,26.0
314,55.0,Female,119820.0,Single,3.0,Master's,Self-Employed,24.988786714529866,Rural,Comprehensive,,16.0,731.0,8.0,2019-11-02 15:21:39.107553,Poor,No,Monthly,Apartment,184.0
315,28.0,Male,8062.0,Single,1.0,Bachelor's,,29.63382387461564,Urban,Premium,0.0,0.0,638.0,9.0,2023-08-19 15:21:39.134960,Good,Yes,Rarely,House,2147.0
316,32.0,Female,20370.0,Single,0.0,Master's,Unemployed,20.64405212118549,Urban,Comprehensive,0.0,3.0,696.0,8.0,2020-08-17 15:21:39.237118,Poor,No,Rarely,Condo,473.0
317,58.0,Male,58602.0,Single,3.0,Bachelor's,,33.82737958674274,Urban,Basic,,3.0,431.0,1.0,2024-05-07 15:21:39.134960,Average,No,Rarely,House,358.0
318,47.0,Male,83693.0,Single,1.0,Bachelor's,Self-Employed,30.38294065190868,Rural,Premium,1.0,13.0,380.0,8.0,2023-04-04 15:21:39.220389,Good,No,Weekly,Apartment,612.0
319,61.0,Female,5071.0,Single,3.0,Bachelor's,Unemployed,31.82216778438369,Rural,Premium,1.0,3.0,,5.0,2020-07-25 15:21:39.208842,Average,Yes,Rarely,Apartment,809.0
320,31.0,Male,31671.0,Married,1.0,PhD,Unemployed,26.868786142771967,Suburban,Premium,0.0,16.0,765.0,8.0,2020-07-12 15:21:39.134960,Good,Yes,Weekly,Condo,411.0
321,49.0,Male,117342.0,Single,3.0,Bachelor's,,7.890772095610496,Urban,Premium,0.0,5.0,,9.0,2024-07-23 15:21:39.272456,Poor,Yes,Rarely,House,206.0
322,19.0,Male,99327.0,Divorced,0.0,Bachelor's,Employed,8.5243228262704,Rural,Comprehensive,0.0,18.0,407.0,1.0,2023-03-27 15:21:39.098696,Good,Yes,Monthly,House,549.0
323,33.0,Male,71400.0,Single,,High School,Self-Employed,22.30350732938788,Suburban,Premium,0.0,13.0,440.0,8.0,2020-06-21 15:21:39.211806,Poor,Yes,Weekly,Apartment,614.0
324,43.0,Female,84725.0,Married,,PhD,,39.83913894816305,Suburban,Basic,0.0,11.0,765.0,4.0,2023-08-22 15:21:39.223390,Poor,Yes,Weekly,Apartment,150.0
325,30.0,Female,43841.0,Single,4.0,Bachelor's,Employed,47.089550296357245,Urban,Premium,1.0,13.0,656.0,6.0,2020-12-24 15:21:39.124659,Poor,No,Rarely,Apartment,1234.0
326,58.0,Male,1520.0,Married,4.0,Bachelor's,,17.54729148626531,Urban,Premium,2.0,8.0,815.0,7.0,2023-09-04 15:21:39.126661,Average,Yes,Daily,House,1976.0
327,19.0,Male,95929.0,Single,1.0,Master's,Self-Employed,22.68484631658745,Suburban,Comprehensive,,19.0,434.0,5.0,2023-07-15 15:21:39.237118,Average,No,Weekly,Apartment,1141.0
328,32.0,Male,66410.0,Married,1.0,Bachelor's,Self-Employed,47.31571240949551,Suburban,Premium,0.0,4.0,415.0,1.0,2021-03-01 15:21:39.094752,Poor,No,Weekly,Apartment,1158.0
329,21.0,Female,33606.0,Married,0.0,Master's,,18.686547591187267,Rural,Comprehensive,1.0,13.0,,6.0,2021-09-29 15:21:39.104139,Good,Yes,Daily,Condo,1004.0
330,24.0,Female,3988.0,Married,4.0,PhD,Self-Employed,4.270540782761547,Rural,Comprehensive,0.0,11.0,,9.0,2020-12-14 15:21:39.198406,Average,Yes,Monthly,Condo,3631.0
331,61.0,Male,39661.0,Single,1.0,Master's,Unemployed,15.663819742352947,Urban,Premium,0.0,18.0,696.0,4.0,2022-11-15 15:21:39.211806,Poor,No,Monthly,Condo,832.0
332,,Male,3065.0,Divorced,1.0,High School,Unemployed,38.53653545690061,Urban,Comprehensive,2.0,1.0,758.0,6.0,2024-01-26 15:21:39.082499,Average,Yes,Daily,Apartment,1597.0
333,53.0,Male,35794.0,Single,4.0,Master's,Unemployed,13.82930254124556,Urban,Basic,,9.0,527.0,8.0,2024-06-15 15:21:39.252145,Average,No,Daily,Apartment,1386.0
334,53.0,Female,1577.0,Single,3.0,Bachelor's,Employed,,Urban,Premium,1.0,3.0,538.0,1.0,2023-03-19 15:21:39.132191,Good,No,Weekly,House,578.0
335,57.0,Female,29703.0,Single,2.0,High School,Employed,6.698440253437974,Rural,Basic,,7.0,342.0,7.0,2019-11-22 15:21:39.172097,Good,Yes,Rarely,Condo,577.0
336,36.0,Male,10042.0,Married,2.0,PhD,Unemployed,18.17930133346822,Suburban,Premium,2.0,19.0,613.0,9.0,2020-07-05 15:21:39.143708,Good,No,Weekly,Condo,923.0
337,28.0,Male,1266.0,Divorced,4.0,Bachelor's,Unemployed,18.84923728195168,Urban,Basic,1.0,10.0,310.0,9.0,2021-07-11 15:21:39.086123,Poor,No,Weekly,Condo,479.0
338,53.0,Female,101398.0,Single,0.0,High School,,20.83560276760684,Suburban,Comprehensive,,17.0,402.0,7.0,2023-03-04 15:21:39.088124,Good,Yes,Monthly,Apartment,1019.0
339,62.0,Female,33122.0,Divorced,0.0,Bachelor's,,19.79367656446555,Rural,Basic,0.0,11.0,431.0,1.0,2020-09-23 15:21:39.155231,Good,No,Rarely,Condo,110.0
340,49.0,Female,1233.0,Divorced,0.0,High School,Employed,41.93622571781842,Rural,Premium,,4.0,762.0,6.0,2023-07-19 15:21:39.155231,Poor,No,Weekly,Condo,2460.0
341,55.0,Male,18550.0,Single,4.0,PhD,Self-Employed,18.599912065083306,Suburban,Premium,1.0,0.0,783.0,1.0,2023-08-28 15:21:39.155231,Average,Yes,Rarely,Condo,486.0
342,26.0,Female,6093.0,Single,0.0,Master's,Self-Employed,15.364526247219324,Urban,Comprehensive,,0.0,647.0,7.0,2022-06-27 15:21:39.223390,Poor,No,Daily,Condo,1119.0
343,21.0,Female,36705.0,Divorced,,Bachelor's,,43.94871635539124,Suburban,Comprehensive,0.0,9.0,751.0,3.0,2022-09-05 15:21:39.224915,Poor,No,Rarely,Condo,648.0
344,63.0,Female,14107.0,Single,3.0,Bachelor's,Employed,43.8849498360006,Rural,Premium,,6.0,658.0,6.0,2022-07-23 15:21:39.288099,Good,No,Monthly,Condo,1708.0
345,22.0,Male,32235.0,Single,,High School,,7.823368562490174,Suburban,Basic,2.0,0.0,465.0,2.0,2022-08-29 15:21:39.290098,Average,Yes,Monthly,Condo,620.0
346,37.0,Male,733.0,Married,2.0,Master's,,,Rural,Comprehensive,,11.0,807.0,4.0,2020-08-27 15:21:39.254678,Good,Yes,Daily,Apartment,731.0
347,33.0,Female,9097.0,Divorced,4.0,High School,Unemployed,47.14041885933752,Urban,Premium,0.0,15.0,647.0,1.0,2023-11-13 15:21:39.245086,Average,No,Weekly,Condo,2082.0
348,52.0,Male,17391.0,Divorced,,PhD,Self-Employed,13.738283061104545,Suburban,Basic,2.0,4.0,335.0,9.0,2023-07-21 15:21:39.134960,Poor,Yes,Daily,Condo,1688.0
349,20.0,Female,15384.0,Divorced,,High School,Self-Employed,17.99139894933669,Urban,Comprehensive,0.0,6.0,559.0,1.0,2024-06-04 15:21:39.147735,Poor,No,Weekly,Condo,366.0
350,52.0,Male,6856.0,Divorced,1.0,High School,Employed,28.737463192959005,Rural,Basic,0.0,16.0,,9.0,2024-08-09 15:21:39.082499,Average,No,Monthly,Condo,1393.0
351,43.0,Male,22244.0,Divorced,2.0,PhD,Self-Employed,29.02732945531101,Urban,Basic,2.0,0.0,836.0,3.0,2021-02-25 15:21:39.134960,Average,No,Rarely,Apartment,597.0
352,52.0,Male,23013.0,Divorced,0.0,Master's,Unemployed,23.51277544669416,Suburban,Comprehensive,1.0,13.0,382.0,2.0,2021-12-08 15:21:39.092127,,Yes,Rarely,Apartment,456.0
353,58.0,Male,28897.0,Married,4.0,Master's,Employed,51.26282849096144,Rural,Comprehensive,2.0,10.0,757.0,1.0,2021-01-19 15:21:39.168099,Good,No,Daily,Condo,553.0
354,50.0,Female,56439.0,Married,4.0,Bachelor's,,25.49091471016313,Rural,Premium,0.0,14.0,522.0,7.0,2021-04-13 15:21:39.251142,Average,No,Daily,House,368.0
355,51.0,Male,18106.0,Married,1.0,PhD,Self-Employed,19.86599669706409,Suburban,Premium,,7.0,536.0,1.0,2022-11-02 15:21:39.155231,Good,Yes,Rarely,House,522.0
356,50.0,Female,43750.0,Single,3.0,High School,Employed,23.94568115535269,Urban,Premium,1.0,5.0,603.0,9.0,2021-02-06 15:21:39.250151,Average,No,Monthly,Apartment,960.0
357,55.0,Male,5875.0,Married,2.0,High School,,31.16151693946661,Rural,Premium,,3.0,554.0,3.0,2022-04-11 15:21:39.152732,Good,No,Daily,Condo,287.0
358,44.0,Female,29145.0,Single,4.0,Bachelor's,Unemployed,9.828406336529238,Rural,Comprehensive,1.0,18.0,657.0,7.0,2020-02-11 15:21:39.130190,Good,Yes,Rarely,Condo,1672.0
359,52.0,Male,71872.0,Married,4.0,Master's,Employed,17.711750283870447,Urban,Premium,1.0,19.0,742.0,9.0,2019-11-05 15:21:39.155231,Poor,No,Daily,Condo,35.0
360,40.0,Male,64440.0,Single,4.0,Master's,,52.75354351028065,Rural,Comprehensive,0.0,4.0,716.0,2.0,2020-12-28 15:21:39.155231,Good,Yes,Rarely,Condo,2169.0
361,61.0,Female,60855.0,Single,2.0,PhD,Unemployed,32.63396994123461,Rural,Premium,0.0,9.0,430.0,6.0,2023-11-16 15:21:39.170099,Good,Yes,Daily,Apartment,399.0
362,43.0,Male,39697.0,Single,4.0,PhD,Unemployed,20.88596758025313,Rural,Basic,1.0,7.0,846.0,2.0,2023-09-28 15:21:39.152732,Poor,No,Monthly,Condo,2110.0
363,55.0,Female,11996.0,Single,,Bachelor's,Unemployed,22.907883517649363,Urban,Premium,0.0,18.0,577.0,9.0,2022-02-27 15:21:39.251142,Good,Yes,Weekly,Apartment,459.0
364,39.0,Male,5545.0,Single,2.0,Bachelor's,,17.01236524306584,Rural,Basic,1.0,8.0,739.0,4.0,2020-06-25 15:21:39.108562,Poor,No,Monthly,Apartment,1032.0
365,36.0,Male,39425.0,Married,1.0,Bachelor's,Self-Employed,31.05593717002725,Urban,Comprehensive,,12.0,689.0,7.0,2023-06-28 15:21:39.134960,Good,Yes,Rarely,Apartment,643.0
366,21.0,Female,1338.0,Single,0.0,PhD,Unemployed,10.622280289131456,Rural,Premium,0.0,11.0,543.0,3.0,2020-10-19 15:21:39.280784,,No,Monthly,Condo,712.0
367,62.0,Female,1318.0,Married,3.0,PhD,,19.05442764929031,Suburban,Premium,2.0,9.0,,6.0,2024-05-09 15:21:39.134960,Poor,No,Monthly,Condo,1364.0
368,58.0,Male,38969.0,Divorced,4.0,Master's,Self-Employed,20.09152640582519,Rural,Premium,2.0,16.0,468.0,9.0,2020-08-15 15:21:39.086123,Poor,Yes,Rarely,Apartment,1104.0
369,62.0,Female,46429.0,Divorced,,Bachelor's,Employed,34.40350876965695,Suburban,Premium,2.0,14.0,513.0,5.0,2021-10-19 15:21:39.246098,Average,No,Rarely,Apartment,2023.0
370,28.0,Male,52278.0,Single,4.0,Master's,Employed,34.40364575229049,Urban,Comprehensive,1.0,10.0,328.0,5.0,2022-07-08 15:21:39.182597,,Yes,Weekly,Condo,626.0
371,20.0,Female,25662.0,Married,3.0,High School,Self-Employed,13.754098787917943,Suburban,Basic,0.0,6.0,578.0,7.0,2022-01-23 15:21:39.149731,Average,Yes,Daily,Condo,906.0
372,27.0,Male,25891.0,Single,1.0,PhD,Unemployed,37.95826041187444,Rural,Premium,3.0,3.0,723.0,4.0,2020-12-03 15:21:39.184157,Good,No,Monthly,Apartment,3125.0
373,27.0,Male,16886.0,Married,2.0,PhD,,47.06795282003842,Suburban,Premium,0.0,9.0,799.0,1.0,2023-01-11 15:21:39.155231,Poor,No,Daily,Condo,901.0
374,34.0,Male,18705.0,Divorced,2.0,Bachelor's,Self-Employed,16.14225314357679,Rural,Premium,,8.0,626.0,2.0,2019-11-22 15:21:39.111551,Good,No,Weekly,Condo,1324.0
375,,Male,25697.0,Divorced,2.0,Master's,Employed,20.25136520073556,Urban,Premium,3.0,2.0,,2.0,2022-11-29 15:21:39.186212,Average,Yes,Weekly,Apartment,156.0
376,30.0,Female,81659.0,Married,0.0,Bachelor's,Employed,34.987501053228115,Suburban,Comprehensive,2.0,1.0,505.0,3.0,2021-02-16 15:21:39.251142,Average,No,Monthly,Condo,435.0
377,47.0,Male,27674.0,Married,2.0,PhD,Unemployed,13.383329180161288,Urban,Basic,,7.0,,5.0,2022-12-06 15:21:39.134960,Average,No,Rarely,Apartment,997.0
378,63.0,Male,10963.0,Divorced,1.0,Bachelor's,,,Suburban,Basic,2.0,7.0,807.0,3.0,2021-03-15 15:21:39.194829,Poor,Yes,Weekly,Apartment,643.0
379,56.0,Male,36351.0,Divorced,0.0,Bachelor's,,39.16658911284461,Rural,Comprehensive,,5.0,617.0,6.0,2023-03-20 15:21:39.228521,,Yes,Daily,Apartment,830.0
380,27.0,Male,2888.0,Single,4.0,High School,Self-Employed,25.29346420534296,Suburban,Premium,2.0,2.0,698.0,4.0,2020-06-12 15:21:39.179186,Good,No,Monthly,House,725.0
381,48.0,Female,287.0,Married,4.0,PhD,Unemployed,11.759876890305968,Urban,Premium,1.0,12.0,635.0,8.0,2019-11-11 15:21:39.197445,Poor,Yes,Rarely,House,1079.0
382,42.0,Female,14157.0,Married,2.0,PhD,,7.737332422194933,Rural,Comprehensive,,16.0,459.0,6.0,2019-11-12 15:21:39.155231,Average,Yes,Rarely,Apartment,2585.0
383,41.0,Female,576.0,Married,4.0,Master's,,6.936377926853739,Suburban,Comprehensive,2.0,11.0,725.0,5.0,2022-05-02 15:21:39.237118,Poor,Yes,Monthly,Condo,240.0
384,53.0,Female,1266.0,Married,,Bachelor's,Unemployed,39.90692658807685,Rural,Premium,0.0,12.0,423.0,9.0,2020-05-06 15:21:39.223390,Poor,No,Rarely,Condo,657.0
385,,Male,19473.0,Married,2.0,High School,Employed,35.94634154792956,Urban,Premium,,2.0,459.0,9.0,2021-09-07 15:21:39.155231,Poor,Yes,Daily,House,801.0
386,40.0,Female,18041.0,Single,3.0,Master's,Employed,14.77385588361716,Rural,Comprehensive,,14.0,441.0,5.0,2021-11-20 15:21:39.276901,Good,No,Monthly,Apartment,1149.0
387,32.0,Male,7062.0,Married,3.0,PhD,,13.858011947636085,Rural,Comprehensive,1.0,12.0,,9.0,2023-03-16 15:21:39.134960,Poor,Yes,Daily,Condo,1069.0
388,48.0,Female,22635.0,Divorced,0.0,PhD,,19.76637731377141,Urban,Comprehensive,0.0,9.0,537.0,4.0,2021-03-08 15:21:39.143708,Average,No,Monthly,House,860.0
389,51.0,Female,76732.0,Divorced,2.0,Bachelor's,Employed,31.131178529485982,Suburban,Basic,2.0,15.0,742.0,7.0,2023-07-15 15:21:39.176717,Good,Yes,Weekly,Condo,3105.0
390,37.0,Female,11043.0,Divorced,2.0,Bachelor's,Employed,12.006039114857746,Suburban,Premium,0.0,6.0,744.0,3.0,2022-12-08 15:21:39.237118,Good,No,Daily,Apartment,687.0
391,55.0,Female,18956.0,Married,2.0,Bachelor's,Unemployed,23.788725181346106,Suburban,Comprehensive,1.0,14.0,338.0,3.0,2024-07-22 15:21:39.225916,Average,No,Daily,Condo,1285.0
392,30.0,Female,132839.0,Single,0.0,Bachelor's,,37.08131603474933,Suburban,Comprehensive,,12.0,398.0,2.0,2019-10-28 15:21:39.134960,Average,No,Weekly,House,2830.0
393,59.0,Female,35786.0,Divorced,3.0,Master's,,41.40255876448748,Suburban,Comprehensive,1.0,8.0,,5.0,2022-10-28 15:21:39.281787,Average,Yes,Monthly,House,1270.0
394,63.0,Female,2788.0,Married,,Master's,Self-Employed,,Suburban,Comprehensive,0.0,8.0,743.0,8.0,2023-09-07 15:21:39.167099,Poor,No,Daily,House,2386.0
395,33.0,Male,6730.0,Single,2.0,Bachelor's,Unemployed,33.24855050227505,Rural,Comprehensive,,2.0,810.0,1.0,2022-05-24 15:21:39.257696,Poor,No,Weekly,House,1169.0
396,49.0,Female,18061.0,Married,3.0,PhD,,46.67662757196552,Suburban,Premium,3.0,16.0,348.0,9.0,2020-11-08 15:21:39.263607,Poor,No,Monthly,House,723.0
397,32.0,Male,42954.0,Single,,Master's,,46.93716789915896,Rural,Comprehensive,,17.0,798.0,1.0,2021-08-25 15:21:39.237118,Poor,No,Monthly,Apartment,622.0
398,42.0,Female,60543.0,Divorced,4.0,Master's,,41.5887155270353,Urban,Premium,,9.0,371.0,3.0,2023-08-13 15:21:39.134960,Average,No,Monthly,Apartment,456.0
399,31.0,Female,123621.0,Married,2.0,High School,Unemployed,20.232801830058936,Rural,Premium,0.0,18.0,835.0,5.0,2020-10-11 15:21:39.105504,Average,No,Monthly,House,62.0
400,25.0,Female,43987.0,Single,1.0,Master's,Unemployed,40.917135343410045,Rural,Basic,,2.0,,8.0,2023-01-01 15:21:39.176717,Good,Yes,Monthly,Apartment,1763.0
401,29.0,Female,43896.0,Married,,High School,,13.618510433687,Urban,Premium,,7.0,531.0,6.0,2020-03-04 15:21:39.279729,Poor,Yes,Monthly,House,37.0
402,61.0,Female,2386.0,Married,1.0,PhD,Unemployed,8.93586263259108,Rural,Basic,1.0,9.0,812.0,7.0,2023-06-24 15:21:39.236064,,Yes,Weekly,Apartment,945.0
403,,Male,6822.0,Single,2.0,PhD,Employed,4.751505644811585,Rural,Basic,,18.0,,9.0,2023-07-03 15:21:39.253660,Poor,No,Monthly,Condo,1221.0
404,18.0,Female,50517.0,Married,1.0,High School,Self-Employed,31.29390134569445,Rural,Comprehensive,,10.0,389.0,7.0,2024-02-13 15:21:39.235012,Average,Yes,Weekly,Condo,203.0
405,35.0,Male,1100.0,Divorced,0.0,High School,Employed,24.574212320892865,Rural,Premium,,7.0,450.0,1.0,2024-03-23 15:21:39.252145,Good,Yes,Daily,House,1054.0
406,19.0,Male,23131.0,Married,1.0,Bachelor's,,23.826593686242425,Urban,Premium,,3.0,833.0,8.0,2019-10-29 15:21:39.128286,Average,No,Monthly,Condo,2004.0
407,23.0,Male,9791.0,Divorced,2.0,High School,Unemployed,16.616719286874105,Urban,Premium,2.0,19.0,438.0,3.0,2020-07-19 15:21:39.079128,Average,No,Weekly,Condo,728.0
408,36.0,Male,143055.0,Divorced,1.0,High School,Unemployed,14.639302192347827,Rural,Premium,1.0,4.0,381.0,8.0,2022-11-12 15:21:39.151732,Good,No,Daily,Apartment,1090.0
409,21.0,Male,29708.0,,0.0,High School,Employed,16.82911009654363,Urban,Basic,1.0,3.0,704.0,3.0,2022-07-06 15:21:39.184157,Average,No,Monthly,Condo,513.0
410,55.0,Male,41619.0,Single,0.0,Master's,,36.54973701516384,Suburban,Basic,0.0,0.0,607.0,6.0,2022-02-14 15:21:39.132191,Good,Yes,Weekly,Condo,406.0
411,64.0,Male,77868.0,Single,3.0,PhD,Employed,55.86843836360608,Urban,Basic,0.0,6.0,667.0,6.0,2022-08-19 15:21:39.102694,Good,Yes,Daily,Apartment,438.0
412,30.0,Male,2784.0,Single,2.0,Bachelor's,Employed,23.08481438683929,Rural,Comprehensive,1.0,13.0,398.0,6.0,2022-04-12 15:21:39.201446,,Yes,Weekly,Apartment,1347.0
413,46.0,Female,23222.0,Divorced,0.0,High School,,26.527502184782087,Suburban,Premium,0.0,19.0,652.0,4.0,2020-02-19 15:21:39.134960,Average,Yes,Rarely,Condo,1082.0
414,26.0,Male,23285.0,Married,0.0,Master's,,22.16392394381091,Suburban,Basic,1.0,9.0,401.0,3.0,2023-03-09 15:21:39.182597,Poor,Yes,Weekly,Apartment,1696.0
415,36.0,Female,4046.0,Married,3.0,Bachelor's,Self-Employed,8.182702263994344,Rural,Comprehensive,,18.0,431.0,3.0,2022-03-12 15:21:39.087123,Average,No,Rarely,Apartment,607.0
416,49.0,Female,23152.0,Divorced,0.0,PhD,Unemployed,15.5643728799773,Urban,Premium,0.0,13.0,664.0,1.0,2021-10-19 15:21:39.225916,Good,No,Monthly,Condo,757.0
417,27.0,Female,26985.0,Married,0.0,PhD,Self-Employed,7.948751212454884,Rural,Comprehensive,0.0,11.0,825.0,1.0,2021-04-29 15:21:39.086123,Average,Yes,Weekly,Apartment,2716.0
418,62.0,Female,61273.0,Divorced,3.0,High School,,44.38932796184472,Suburban,Premium,0.0,1.0,496.0,7.0,2022-03-26 15:21:39.096739,Poor,No,Weekly,Condo,24.0
419,51.0,Female,1340.0,Divorced,0.0,PhD,,51.01078402709335,Suburban,Comprehensive,0.0,1.0,692.0,1.0,2023-08-13 15:21:39.186212,Good,Yes,Monthly,House,562.0
420,50.0,Male,7091.0,Married,2.0,Master's,,46.510430250926326,Suburban,Basic,0.0,9.0,504.0,3.0,2023-07-18 15:21:39.174719,Good,Yes,Rarely,Condo,1346.0
421,52.0,Female,4075.0,Divorced,2.0,PhD,,13.243035974203558,Rural,Premium,4.0,4.0,,1.0,2023-11-02 15:21:39.120168,Poor,Yes,Daily,Apartment,562.0
422,42.0,Male,27891.0,Single,4.0,High School,Self-Employed,5.813662214272683,Urban,Premium,,18.0,629.0,8.0,2019-12-17 15:21:39.134960,Good,Yes,Weekly,Apartment,1177.0
423,36.0,Female,,Single,2.0,Master's,Employed,16.550032556428857,Urban,Basic,1.0,7.0,310.0,8.0,2020-11-07 15:21:39.246098,Good,Yes,Weekly,House,2391.0
424,59.0,Male,2663.0,Married,1.0,Bachelor's,Unemployed,9.362149280978768,Suburban,Comprehensive,2.0,2.0,578.0,9.0,2023-08-21 15:21:39.265513,Average,Yes,Daily,House,515.0
425,29.0,Female,3537.0,Single,1.0,PhD,Self-Employed,6.9853060233142,Urban,Premium,2.0,11.0,580.0,1.0,2023-03-20 15:21:39.143708,,No,Weekly,House,1522.0
426,60.0,Male,38969.0,Single,1.0,High School,,18.738508771849084,Suburban,Premium,0.0,2.0,723.0,7.0,2024-06-26 15:21:39.273973,Average,Yes,Daily,Condo,1793.0
427,45.0,Female,,Married,0.0,High School,,40.83522569621583,Rural,Premium,,5.0,,9.0,2021-06-27 15:21:39.199447,,Yes,Monthly,House,251.0
428,51.0,Female,9530.0,Divorced,2.0,High School,Unemployed,18.92750985960127,Rural,Comprehensive,,16.0,456.0,1.0,2022-04-26 15:21:39.204790,Average,No,Daily,Apartment,686.0
